year	site	block	plot	sr	fr	fgc	mix.nest	mix	grass	forb	legume	funct	GRASS	FORB	LEG	species	level	biomass
3	Germany	B	B1P064	8	3	7	26	26	Yes	Yes	Yes	f	No	Yes	No	H1PLALAN1	Species	3.2
3	Germany	B	B1P064	8	3	7	26	26	Yes	Yes	Yes	f	No	Yes	No	H1RUMACE1	Species	114.3
3	Germany	A	B1P009	8	3	7	26	26	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	3.2
3	Germany	A	B1P009	8	3	7	26	26	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	36.6
3	Germany	B	B1P064	8	3	7	26	26	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	0
3	Germany	B	B1P064	8	3	7	26	26	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	200
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	73.6
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	3.9
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1FESPRA1	Species	69.9
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	104.3
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	73
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	1.2
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1FESPRA1	Species	159.6
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	103.5
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	f	No	Yes	No	H1CREBIE1	Species	149.9
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	f	No	Yes	No	H1TAROFF1	Species	17.3
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	f	No	Yes	No	H1CREBIE1	Species	43.9
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	f	No	Yes	No	H1TAROFF1	Species	25.9
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	414.6
3	Germany	A	B1P026	8	3	7	27	27	Yes	Yes	Yes	l	No	No	Yes	L1VICSEP1	Species	33.3
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	402.4
3	Germany	B	B1P037	8	3	7	27	27	Yes	Yes	Yes	l	No	No	Yes	L1VICSEP1	Species	30.3
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	25.3
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	0.1
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	0
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1DACGLO1	Species	902
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1FESPRA1	Species	99.5
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	1.1
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	21.1
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	50.9
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	15.1
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1DACGLO1	Species	708.8
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1FESPRA1	Species	54
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	0.1
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	5.1
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	74.2
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1GERPRA1	Species	16.7
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1LEOAUT1	Species	0
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1LYCFLO1	Species	0
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1RANACR1	Species	0.9
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1GERPRA1	Species	20.9
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1LEOAUT1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1LYCFLO1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	f	No	Yes	No	H1RANACR1	Species	2.8
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	0.1
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	0
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1TRIREP1	Species	1.9
3	Germany	A	B1P028	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	0
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	2.6
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1TRIREP1	Species	77.5
3	Germany	B	B1P051	16	3	7	28	28	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	0
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	1.6
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	393.2
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1BROHOR1	Species	0
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	0
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1DACGLO1	Species	203.7
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1HOLLAN1	Species	6.7
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	0.8
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	101.3
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	0.3
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	301.8
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1BROHOR1	Species	0
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1CYNCRI1	Species	0
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1DACGLO1	Species	132.6
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1HOLLAN1	Species	3.7
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	6.5
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	9
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1ACHMIL1	Species	10.6
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1CAMPAT1	Species	0
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1CREBIE1	Species	9.3
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1LEUVUL1	Species	2.3
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1ACHMIL1	Species	4.7
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1CAMPAT1	Species	0
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1CREBIE1	Species	31
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	f	No	Yes	No	H1LEUVUL1	Species	0.1
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	0
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	6.1
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	209.4
3	Germany	A	B1P002	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	0
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1LATPRA1	Species	7.6
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	36.5
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	65.5
3	Germany	B	B1P056	16	3	7	29	29	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	130.4
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	56.2
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	0
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	551.4
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1BROHOR1	Species	0
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	0.6
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1HOLLAN1	Species	7.7
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	0.2
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	44.5
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	8.2
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ANTODO1	Species	0
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	479.9
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1BROHOR1	Species	0
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	1.8
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1HOLLAN1	Species	0.7
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	0
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	g	Yes	No	No	G1PHLPRA1	Species	49.8
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1CENJAC1	Species	142.8
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1KNAARV1	Species	2
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1PIMMAJ1	Species	0
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1PLALAN1	Species	7.9
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1CENJAC1	Species	58.3
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1KNAARV1	Species	2
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1PIMMAJ1	Species	0.1
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	f	No	Yes	No	H1PLALAN1	Species	25.4
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	9.3
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	512.1
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1TRIREP1	Species	9.2
3	Germany	A	B1P011	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	0
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	15.7
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	310.2
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1TRIREP1	Species	16.6
3	Germany	B	B1P038	16	3	7	30	30	Yes	Yes	Yes	l	No	No	Yes	L1VICCRA1	Species	27.7
3	Portugal	C	C2P008	1	1	1	31	3	Yes	No	No	g	Yes	No	No	G2DACGLO1	Species	64.6
3	Portugal	C	C2P018	1	1	1	31	3	Yes	No	No	g	Yes	No	No	G2DACGLO1	Species	92.8
3	Portugal	C	C2P002	1	1	1	32	5	Yes	No	No	g	Yes	No	No	G2HOLLAN1	Species	12.5
3	Portugal	C	C2P030	1	1	1	32	5	Yes	No	No	g	Yes	No	No	G2HOLLAN1	Species	18.7
3	Portugal	C	C2P007	1	1	2	33	9	No	Yes	No	f	No	Yes	No	H2PLALAN1	Species	12.3
3	Portugal	C	C2P047	1	1	2	33	9	No	Yes	No	f	No	Yes	No	H2PLALAN1	Species	18.7
3	Portugal	C	C2P034	1	1	1	34	31	Yes	No	No	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P046	1	1	1	34	31	Yes	No	No	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P019	1	1	1	35	32	Yes	No	No	g	Yes	No	No	G2AVESAT1	Species	3.6
3	Portugal	C	C2P041	1	1	1	35	32	Yes	No	No	g	Yes	No	No	G2AVESAT1	Species	80.8
3	Portugal	C	C2P015	1	1	1	36	33	Yes	No	No	g	Yes	No	No	G2LOLMUL1	Species	20.1
3	Portugal	C	C2P016	1	1	1	36	33	Yes	No	No	g	Yes	No	No	G2LOLMUL1	Species	16
3	Portugal	C	C2P017	1	1	3	37	34	No	No	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P025	1	1	3	37	34	No	No	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P032	1	1	3	38	35	No	No	Yes	l	No	No	Yes	L2ORNCOM1	Species	9.6
3	Portugal	C	C2P044	1	1	3	38	35	No	No	Yes	l	No	No	Yes	L2ORNCOM1	Species	10
3	Portugal	C	C2P014	1	1	3	39	36	No	No	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P049	1	1	3	39	36	No	No	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P012	1	1	2	40	37	No	Yes	No	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P013	1	1	2	40	37	No	Yes	No	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P001	1	1	2	41	38	No	Yes	No	f	No	Yes	No	H2SILGAL1	Species	6.5
3	Portugal	C	C2P038	1	1	2	41	38	No	Yes	No	f	No	Yes	No	H2SILGAL1	Species	5.4
3	Portugal	C	C2P005	1	1	2	42	39	No	Yes	No	f	No	Yes	No	H2MISORO1	Species	10.2
3	Portugal	C	C2P021	1	1	2	42	39	No	Yes	No	f	No	Yes	No	H2MISORO1	Species	0.3
3	Portugal	C	C2P010	1	1	2	43	40	No	Yes	No	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P051	1	1	2	43	40	No	Yes	No	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P056	1	1	2	44	41	No	Yes	No	f	No	Yes	No	H2CONFLO1	Species	57.3
3	Portugal	C	C2P057	1	1	2	44	41	No	Yes	No	f	No	Yes	No	H2CONFLO1	Species	22
3	Portugal	C	C2P048	2	1	1	45	42	Yes	No	No	g	Yes	No	No	G2DACGLO1	Species	0
3	Portugal	C	C2P048	2	1	1	45	42	Yes	No	No	g	Yes	No	No	G2HOLLAN1	Species	48.6
3	Portugal	C	C2P050	2	1	1	45	42	Yes	No	No	g	Yes	No	No	G2DACGLO1	Species	0
3	Portugal	C	C2P050	2	1	1	45	42	Yes	No	No	g	Yes	No	No	G2HOLLAN1	Species	81.9
3	Portugal	C	C2P028	2	1	1	46	43	Yes	No	No	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P028	2	1	1	46	43	Yes	No	No	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P035	2	1	1	46	43	Yes	No	No	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P035	2	1	1	46	43	Yes	No	No	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P039	2	2	4	47	44	Yes	Yes	No	g	Yes	No	No	G2AVESAT1	Species	5.4
3	Portugal	C	C2P042	2	2	4	47	44	Yes	Yes	No	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P039	2	2	4	47	44	Yes	Yes	No	f	No	Yes	No	H2CONFLO1	Species	105
3	Portugal	C	C2P042	2	2	4	47	44	Yes	Yes	No	f	No	Yes	No	H2CONFLO1	Species	60.5
3	Portugal	C	C2P004	2	2	4	48	45	Yes	Yes	No	g	Yes	No	No	G2AVESAT1	Species	9.4
3	Portugal	C	C2P024	2	2	4	48	45	Yes	Yes	No	g	Yes	No	No	G2AVESAT1	Species	5.5
3	Portugal	C	C2P004	2	2	4	48	45	Yes	Yes	No	f	No	Yes	No	H2MISORO1	Species	2.3
3	Portugal	C	C2P024	2	2	4	48	45	Yes	Yes	No	f	No	Yes	No	H2MISORO1	Species	0.6
3	Portugal	C	C2P052	2	2	5	49	46	Yes	No	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P058	2	2	5	49	46	Yes	No	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P052	2	2	5	49	46	Yes	No	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P058	2	2	5	49	46	Yes	No	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P033	4	3	7	50	47	Yes	Yes	Yes	g	Yes	No	No	G2LOLMUL1	Species	0
3	Portugal	C	C2P053	4	3	7	50	47	Yes	Yes	Yes	g	Yes	No	No	G2LOLMUL1	Species	1.5
3	Portugal	C	C2P033	4	3	7	50	47	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P033	4	3	7	50	47	Yes	Yes	Yes	f	No	Yes	No	H2SILGAL1	Species	0
3	Portugal	C	C2P053	4	3	7	50	47	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P053	4	3	7	50	47	Yes	Yes	Yes	f	No	Yes	No	H2SILGAL1	Species	3.8
3	Portugal	C	C2P033	4	3	7	50	47	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P053	4	3	7	50	47	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P029	4	3	7	51	48	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	85.5
3	Portugal	C	C2P043	4	3	7	51	48	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	0
3	Portugal	C	C2P029	4	3	7	51	48	Yes	Yes	Yes	f	No	Yes	No	H2MISORO1	Species	0
3	Portugal	C	C2P029	4	3	7	51	48	Yes	Yes	Yes	f	No	Yes	No	H2PLALAN1	Species	75.5
3	Portugal	C	C2P043	4	3	7	51	48	Yes	Yes	Yes	f	No	Yes	No	H2MISORO1	Species	0
3	Portugal	C	C2P043	4	3	7	51	48	Yes	Yes	Yes	f	No	Yes	No	H2PLALAN1	Species	25.3
3	Portugal	C	C2P029	4	3	7	51	48	Yes	Yes	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P043	4	3	7	51	48	Yes	Yes	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P009	4	3	7	52	49	Yes	Yes	Yes	g	Yes	No	No	G2AVESAT1	Species	26.6
3	Portugal	C	C2P020	4	3	7	52	49	Yes	Yes	Yes	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P009	4	3	7	52	49	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	12.6
3	Portugal	C	C2P009	4	3	7	52	49	Yes	Yes	Yes	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P020	4	3	7	52	49	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	5.4
3	Portugal	C	C2P020	4	3	7	52	49	Yes	Yes	Yes	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P009	4	3	7	52	49	Yes	Yes	Yes	l	No	No	Yes	L2VICSAT1	Species	2.4
3	Portugal	C	C2P020	4	3	7	52	49	Yes	Yes	Yes	l	No	No	Yes	L2VICSAT1	Species	0
3	Portugal	C	C2P027	4	3	7	53	50	Yes	Yes	Yes	g	Yes	No	No	G2DACGLO1	Species	25.7
3	Portugal	C	C2P045	4	3	7	53	50	Yes	Yes	Yes	g	Yes	No	No	G2DACGLO1	Species	15.9
3	Portugal	C	C2P027	4	3	7	53	50	Yes	Yes	Yes	f	No	Yes	No	H2CONFLO1	Species	69.6
3	Portugal	C	C2P027	4	3	7	53	50	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P045	4	3	7	53	50	Yes	Yes	Yes	f	No	Yes	No	H2CONFLO1	Species	42.4
3	Portugal	C	C2P045	4	3	7	53	50	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P027	4	3	7	53	50	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P045	4	3	7	53	50	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P003	4	3	7	54	51	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	11.3
3	Portugal	C	C2P036	4	3	7	54	51	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	44.9
3	Portugal	C	C2P003	4	3	7	54	51	Yes	Yes	Yes	f	No	Yes	No	H2CONFLO1	Species	1
3	Portugal	C	C2P003	4	3	7	54	51	Yes	Yes	Yes	f	No	Yes	No	H2SILGAL1	Species	0
3	Portugal	C	C2P036	4	3	7	54	51	Yes	Yes	Yes	f	No	Yes	No	H2CONFLO1	Species	0
3	Portugal	C	C2P036	4	3	7	54	51	Yes	Yes	Yes	f	No	Yes	No	H2SILGAL1	Species	0
3	Portugal	C	C2P003	4	3	7	54	51	Yes	Yes	Yes	l	No	No	Yes	L2ORNCOM1	Species	31.1
3	Portugal	C	C2P036	4	3	7	54	51	Yes	Yes	Yes	l	No	No	Yes	L2ORNCOM1	Species	19.1
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2LOLMUL1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2AVESAT1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2LOLMUL1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2PLALAN1	Species	149.6
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2PLALAN1	Species	23.6
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	f	No	Yes	No	H2TORARV1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	l	No	No	Yes	L2ORNCOM1	Species	0
3	Portugal	C	C2P006	8	3	7	55	52	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	l	No	No	Yes	L2ORNCOM1	Species	16.1
3	Portugal	C	C2P055	8	3	7	55	52	Yes	Yes	Yes	l	No	No	Yes	L2TRISUB1	Species	0
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2DACGLO1	Species	0
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	33.6
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P067	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2DACGLO1	Species	0
3	Portugal	C	C2P067	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2HOLLAN1	Species	0
3	Portugal	C	C2P067	8	3	7	56	53	Yes	Yes	Yes	g	Yes	No	No	G2PHABRA1	Species	0
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	f	No	Yes	No	H2CONFLO1	Species	0
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	f	No	Yes	No	H2MISORO1	Species	0
3	Portugal	C	C2P054	8	3	7	56	53	Yes	Yes	Yes	f	No	Yes	No	H2RUMPUL1	Species	0
